ID,name,Team & Contract,Age,Best position,Value,Potential,Overall rating,Wage,Release clause,International reputation,Total stats,Growth,Total movement,Total power,Total mentality,Total skill,Total defending,Total goalkeeping,Total attacking,Position group,Cluster
239367,R. Hack LM ST,"Borussia Mönchengladbach
2023 ~ 2027",24,RM,7500000.0,77,76,22000.0,13300000.0,1,1818,2,407,318,263,355,93,45,337,Midfield,1
239529,F. Onyeka CDM CM,"Brentford
2021 ~ 2027",25,CDM,3800000.0,77,73,34000.0,7500000.0,1,1927,4,377,341,343,304,208,51,303,Midfield,1
240017,A. Skov Olsen RM CAM RW,"Club Brugge
2022 ~ 2026",23,LM,21000000.0,83,78,22000.0,33100000.0,1,1989,5,391,381,306,387,107,46,371,Midfield,1
243134,L. Ramazani RM LM ST,"Almería
2020 ~ 2025",22,RM,6000000.0,80,73,18000.0,13800000.0,2,1784,7,424,297,302,320,94,46,301,Midfield,1
243606,K. Lewis-Potter LW ST LWB,"Brentford
2022 ~ 2028",22,RM,5500000.0,80,72,33000.0,11600000.0,1,1869,8,389,342,303,331,123,57,324,Midfield,1
245253,L. Barreiro Martins CM CDM,"FSV Mainz 05
2018 ~ 2024",23,CM,12000000.0,82,76,23000.0,24000000.0,2,1955,6,394,318,344,337,219,41,302,Midfield,1
246459,M. Daramy LW ST,"Stade de Reims 
2023 ~ 2028",21,RM,9500000.0,82,74,17000.0,20900000.0,1,1800,8,410,355,273,324,72,49,317,Midfield,1
247495,Moncayola CM CDM RB,"Osasuna
2017 ~ 2031",25,CM,20500000.0,83,78,29000.0,44600000.0,1,1982,5,335,344,352,352,227,50,322,Midfield,1
248729,G. Isaksen RW ST CF,"Lazio
2023 ~ 2028",22,LM,9500000.0,82,74,35000.0,18100000.0,1,1808,8,416,315,281,327,111,40,318,Midfield,1
252796,M. Whittaker RW RM,"Plymouth Argyle
2023 ~ 2026",22,CAM,5500000.0,80,72,13000.0,11300000.0,1,1804,8,367,349,278,338,101,53,318,Midfield,1
253150,M. Trésor LM LW CAM,"Burnley
Jun 30, 2024 On loan",24,CAM,11000000.0,78,74,15000.0,0.0,1,1904,4,393,320,319,385,108,58,321,Midfield,1
254544,Reinier CAM LW RW,"Frosinone
Jun 30, 2024 On loan",21,CAM,4200000.0,81,71,51000.0,0.0,1,1828,10,356,337,290,340,126,50,329,Midfield,1
254551,G. Mikautadze ST,"Metz
Jun 30, 2024 On loan",22,CAM,12500000.0,83,76,15000.0,0.0,1,1945,8,398,367,310,361,113,42,354,Midfield,1
193061,R. Pereyra CM CF,"Udinese
2023 ~ 2024",32,CAM,11000000.0,78,78,20000.0,19800000.0,2,2109,0,383,371,369,392,207,24,363,Midfield,1
208450,Andreas Pereira CAM,"Fulham
2022 ~ 2026",27,CAM,11000000.0,77,77,71000.0,20900000.0,1,2132,0,379,370,378,396,196,53,360,Midfield,1
213655,A. Iwobi RM LM CM,"Fulham
2023 ~ 2028",27,RM,11000000.0,77,77,71000.0,20900000.0,2,1937,0,373,370,324,343,166,58,303,Midfield,1
220659,J. Brownhill CM CAM CDM,"Burnley
2020 ~ 2024",27,CDM,6000000.0,75,75,42000.0,12000000.0,1,2067,0,359,384,351,364,218,47,344,Midfield,1
224158,S. Amrabat CDM CM,"Manchester United
Jun 30, 2024 On loan",26,CDM,20500000.0,82,79,53000.0,0.0,1,2085,3,347,382,359,370,226,60,341,Midfield,1
264349,J. McAtee RM CM,"Sheffield United
Jun 30, 2024 On loan",20,CAM,3500000.0,80,70,37000.0,0.0,1,1721,10,337,319,264,340,129,45,287,Midfield,1
264698,Luiz Henrique RM LM,"Real Betis
2022 ~ 2028",22,LM,23500000.0,85,77,21000.0,54100000.0,1,1939,8,385,353,308,331,157,50,355,Midfield,1
266609,T. Iroegbunam CDM CM,"Aston Villa
2021 ~ 2027",20,CDM,2900000.0,78,69,20000.0,6100000.0,1,1819,9,326,335,313,306,200,49,290,Midfield,1
268534,A. Diouf CM CDM,"Lens
2023 ~ 2028",20,CAM,9000000.0,82,74,21000.0,18900000.0,1,2016,8,370,374,344,355,201,57,315,Midfield,1
240699,N. De la Cruz CM RM,"River Plate
2017 ~ 2025",26,CAM,20500000.0,80,79,24000.0,30200000.0,2,2204,1,427,378,379,397,212,40,371,Midfield,1
240753,A. Gouiri LW ST LM,"Rennes
2022 ~ 2027",23,CAM,19000000.0,81,78,45000.0,37500000.0,2,2025,3,378,387,340,384,118,42,376,Midfield,1
240787,H. Traorè LM LW CAM,"Napoli
Jun 30, 2024 On loan",23,CAM,11000000.0,80,76,38000.0,0.0,1,1982,4,385,342,310,366,181,55,343,Midfield,1
241508,M. Damsgaard CAM LW CM,"Brentford
2022 ~ 2027",22,CAM,11500000.0,82,75,40000.0,24200000.0,2,1976,7,400,342,325,376,181,48,304,Midfield,1
241509,Mauro Júnior LB RB CAM,"PSV
2017 ~ 2025",24,LM,8000000.0,80,75,13000.0,11800000.0,1,2041,5,406,304,362,381,202,48,338,Midfield,1
242619,C. Doucouré CDM CM,"Crystal Palace
2022 ~ 2026",23,CDM,24500000.0,84,79,37000.0,48400000.0,1,1958,5,343,340,350,336,232,63,294,Midfield,1
252059,S. Abdul Samed CDM CM,"Lens
2022 ~ 2028",23,CDM,9500000.0,79,76,26000.0,18800000.0,1,1842,3,333,331,332,294,221,51,280,Midfield,1
254120,T. Doyle CM,"Wolverhampton Wanderers
Jun 30, 2024 On loan",21,CAM,4200000.0,82,71,43000.0,0.0,1,1923,11,357,339,325,355,185,54,308,Midfield,1
255272,K. Paredes LM,"VfL Wolfsburg
2022 ~ 2026",20,LM,5000000.0,82,72,21000.0,9500000.0,1,1754,10,405,254,297,302,175,51,270,Midfield,1
256115,L. Samardžić CM CAM,"Udinese
2021 ~ 2026",21,CAM,9500000.0,83,74,12000.0,19000000.0,1,1940,9,366,348,304,371,176,65,310,Midfield,1
257191,A. Stach CM CDM CF,"TSG Hoffenheim
2023 ~ 2027",24,CM,14500000.0,80,77,30000.0,25700000.0,2,2055,3,328,408,361,361,215,47,335,Midfield,1
257899,K. Fujimoto CAM,"Gil Vicente
2020 ~ 2025",24,CAM,4600000.0,77,72,9000.0,10000000.0,1,1879,5,382,310,308,356,157,59,307,Midfield,1
258483,D. Neil CM CDM,"Sunderland
2019 ~ 2026",21,CM,4200000.0,82,71,16000.0,8800000.0,1,1931,11,357,358,339,320,199,48,310,Midfield,1
261987,Antonio Blanco CDM CM,"Deportivo Alavés
2023 ~ 2027",22,CDM,9000000.0,82,74,16000.0,21600000.0,1,1804,8,295,296,348,334,215,52,264,Midfield,1
197781,Isco CAM LM CM,"Real Betis
2023 ~ 2027",31,CAM,21500000.0,81,81,32000.0,45200000.0,3,2049,0,374,334,352,410,171,51,357,Midfield,1
199189,R. Barkley CM CAM,"Luton Town
2023 ~ 2024",29,CAM,7500000.0,76,76,46000.0,15000000.0,2,2019,0,334,379,343,381,183,51,348,Midfield,1
228946,M. Svanberg CM CDM,"VfL Wolfsburg
2022 ~ 2027",24,CAM,14500000.0,80,77,37000.0,25700000.0,2,1979,3,371,366,343,362,193,46,298,Midfield,1
229752,D. Sow CM CDM,"Sevilla
2023 ~ 2028",26,CM,16500000.0,79,78,29000.0,35900000.0,2,2100,1,384,374,363,365,226,42,346,Midfield,1
234741,G. Hamer CM,"Sheffield United
2023 ~ 2027",26,CM,7000000.0,77,75,32000.0,14500000.0,1,2099,2,375,379,367,367,213,45,353,Midfield,1
235456,J. Bellegarde CM CDM LW,"Wolverhampton Wanderers
2023 ~ 2028",25,RM,8000000.0,79,75,51000.0,15800000.0,2,2063,4,409,358,346,360,209,60,321,Midfield,1
235569,T. Ndombele CM CDM CAM,"Galatasaray
Jun 30, 2024 On loan",26,CAM,12500000.0,78,77,71000.0,0.0,2,2042,1,362,347,352,384,208,46,343,Midfield,1
235813,R. Marin CM CDM,"Empoli
Jun 30, 2024 On loan",27,CM,8500000.0,77,76,25000.0,0.0,1,2095,1,361,381,365,381,203,47,357,Midfield,1
235997,Fran Beltrán CDM CM,"Celta de Vigo
2018 ~ 2026",24,CDM,18500000.0,81,77,20000.0,40200000.0,1,1954,4,346,317,335,340,238,55,323,Midfield,1
236496,M. Guendouzi CM CF,"Lazio
Jun 30, 2024 On loan",24,CM,25000000.0,83,79,38000.0,0.0,2,2143,4,381,385,388,377,220,49,343,Midfield,1
236632,David Neres RM CAM LM,"Benfica
2022 ~ 2027",26,RM,23000000.0,80,80,18000.0,46000000.0,3,1990,0,425,361,319,371,122,48,344,Midfield,1
238058,C. O'Hare CAM,"Coventry City
2020 ~ 2024",25,CAM,6000000.0,79,74,35000.0,11900000.0,1,1982,5,401,315,357,342,188,58,321,Midfield,1
238463,A. Haidara CM CDM,"RB Leipzig
2019 ~ 2026",25,CM,23000000.0,82,79,53000.0,40800000.0,2,2057,3,363,367,363,376,209,43,336,Midfield,1
239778,J. Moder CM CDM LM,"Brighton & Hove Albion
2020 ~ 2025",24,CAM,4600000.0,78,73,47000.0,9100000.0,1,2000,5,328,366,351,361,206,62,326,Midfield,1
180403,Willian LM RM,"Fulham
2022 ~ 2024",34,CAM,4900000.0,77,77,71000.0,9300000.0,3,1975,0,385,332,335,398,148,59,318,Midfield,1
261171,I. Miramón CDM CM,"LOSC Lille
2023 ~ 2028",20,CDM,3300000.0,80,70,11000.0,6900000.0,1,1844,10,343,333,309,313,209,54,283,Midfield,1
261188,I. Ndiaye CF ST,"Olympique de Marseille
2023 ~ 2028",23,CAM,8500000.0,80,75,32000.0,16800000.0,1,1846,5,407,344,299,340,98,46,312,Midfield,1
262088,H. Haraldsson LM CAM LW,"LOSC Lille
2023 ~ 2028",20,CAM,6500000.0,83,74,18000.0,13700000.0,1,1934,10,387,321,343,345,174,51,313,Midfield,1
265552,D. Ouattara RM LM,"AFC Bournemouth
2023 ~ 2028",21,LM,5500000.0,81,72,23000.0,11600000.0,1,1839,9,381,325,305,331,125,52,320,Midfield,1
266097,Geny Catamo RW RM RWB,"Sporting CP
2020 ~ 2028",22,LM,15000000.0,83,78,13000.0,33000000.0,1,1950,7,406,338,317,338,191,44,316,Midfield,1
267991,M. Perrone CM CDM,"Las Palmas
Jun 30, 2024 On loan",20,CM,4500000.0,83,71,43000.0,0.0,1,1843,12,344,322,318,314,204,56,285,Midfield,1
273106,Danilo CDM CM,"Nottingham Forest
2023 ~ 2029",22,CDM,10500000.0,81,76,44000.0,20700000.0,1,1930,5,370,340,338,327,215,41,299,Midfield,1
241496,T. Weah RM RWB RB,"Juventus
2023 ~ 2028",23,RM,6500000.0,79,74,60000.0,11500000.0,2,2010,5,402,365,326,329,185,57,346,Midfield,1
245741,J. Lindstrøm CAM RM CF,"Napoli
2023 ~ 2028",23,CAM,12000000.0,82,76,39000.0,22800000.0,2,1893,6,403,334,312,347,129,58,310,Midfield,1
246350,E. Le Fée CM LM,"Rennes
2023 ~ 2028",23,CM,16500000.0,83,77,38000.0,34700000.0,2,1922,6,366,296,333,382,188,56,301,Midfield,1
246646,M. Caqueret CM CDM,"Olympique Lyonnais
2018 ~ 2026",23,CDM,15000000.0,81,77,30000.0,29600000.0,2,2041,4,401,337,367,364,225,45,302,Midfield,1
246791,M. Solomon LW LM,"Tottenham Hotspur
2023 ~ 2028",23,CAM,16000000.0,82,77,68000.0,31600000.0,1,1891,5,398,342,270,384,132,55,310,Midfield,1
248231,H. López Muñoz CAM RM LM,"Godoy Cruz
2023 ~ 2026",22,CAM,8500000.0,78,73,9000.0,14500000.0,1,1813,7,420,299,284,347,113,52,298,Midfield,1
253130,Robert Navarro LM CM,"Cádiz
Jun 30, 2024 On loan",21,CAM,5500000.0,80,72,16000.0,0.0,1,1809,8,371,322,307,334,96,61,318,Midfield,1
255434,J. Enciso LM CAM RM,"Brighton & Hove Albion
2022 ~ 2026",19,CAM,4000000.0,82,71,24000.0,8400000.0,1,1715,11,374,298,289,320,95,50,289,Midfield,1
255742,R. Hatate CM CAM,"Celtic
2022 ~ 2028",25,CAM,10000000.0,79,76,46000.0,18800000.0,1,2039,3,398,359,349,362,192,38,341,Midfield,1
256408,S. Simón RB RM CM,"River Plate
2021 ~ 2026",21,CAM,5000000.0,80,72,9000.0,8000000.0,1,1965,8,374,350,333,345,203,53,307,Midfield,1
256853,M. Tillman CAM CM LW,"PSV
Jun 30, 2024 On loan",21,CAM,17000000.0,84,76,36000.0,0.0,1,1976,8,398,355,323,335,176,52,337,Midfield,1
257290,João Mário RB,"Porto
2018 ~ 2027",23,RM,15000000.0,82,77,11000.0,31100000.0,1,2021,5,405,352,344,327,206,46,341,Midfield,1
258937,Aimar Oroz CM CAM,"Osasuna
2019 ~ 2026",21,CAM,12500000.0,83,75,19000.0,28800000.0,1,1927,8,342,358,333,349,162,44,339,Midfield,1
259516,Johnny Cardoso CDM CM,"Real Betis
2024 ~ 2029",21,CM,6500000.0,82,73,12000.0,15000000.0,1,1933,9,355,331,322,347,217,51,310,Midfield,1
259868,P. Sarr CM CDM,"Tottenham Hotspur
2021 ~ 2030",20,CM,16500000.0,83,77,52000.0,34700000.0,1,2016,6,365,362,345,341,221,52,330,Midfield,1
210315,Raúl De Tomás ST,"Rayo Vallecano
2022 ~ 2027",28,CAM,11000000.0,77,77,24000.0,23100000.0,2,2024,0,384,376,349,384,103,51,377,Midfield,1
210513,J. Quintero CAM RW,"Racing Club
2023 ~ 2025",30,CAM,10000000.0,77,77,20000.0,15000000.0,2,1958,0,371,326,330,409,114,59,349,Midfield,1
212207,N. Stanciu CM CAM,"Damac
2023 ~ 2025",30,CM,10000000.0,77,77,24000.0,16500000.0,2,2131,0,408,376,348,398,182,56,363,Midfield,1
212269,R. Bazoer CB CDM CM,"AZ Alkmaar
2022 ~ 2025",26,CDM,6000000.0,76,75,10000.0,9500000.0,2,2055,1,345,378,337,366,224,53,352,Midfield,1
215449,R. Skov RWB LWB RM,"TSG Hoffenheim
2019 ~ 2024",27,LM,4400000.0,75,74,26000.0,7800000.0,1,2130,1,371,376,356,395,205,70,357,Midfield,1
219683,C. Tolisso CDM CM,"Olympique Lyonnais
2022 ~ 2027",28,CDM,6500000.0,76,76,31000.0,12400000.0,3,2065,0,312,384,361,369,220,54,365,Midfield,1
220710,H. Wilson RM RW,"Fulham
2021 ~ 2026",26,RM,6000000.0,75,75,63000.0,11400000.0,1,1963,0,387,354,311,386,129,51,345,Midfield,1
222558,R. Karsdorp RM RWB RB,"Roma
2017 ~ 2025",28,RM,10500000.0,77,77,58000.0,17900000.0,2,2110,0,375,388,355,359,221,65,347,Midfield,1
224081,K. Phillips CDM CM,"West Ham United
Jun 30, 2024 On loan",27,CDM,11000000.0,78,77,90000.0,0.0,2,2038,1,354,366,353,357,232,50,326,Midfield,1
229857,S. Sensi CM CAM,"Inter
2020 ~ 2024",27,CM,15000000.0,78,78,70000.0,25500000.0,1,2037,0,385,312,357,408,204,48,323,Midfield,1
230658,Arthur CM CDM,"Fiorentina
Jun 30, 2024 On loan",26,CM,16500000.0,79,78,90000.0,0.0,2,2080,1,377,345,360,390,216,55,337,Midfield,1
231969,R. Malinovskyi CM CF,"Genoa
2024 ~ 2026",30,CM,13500000.0,78,78,28000.0,24300000.0,3,2185,0,367,420,384,408,177,52,377,Midfield,1
232999,T. Adams CDM CM,"AFC Bournemouth
2023 ~ 2028",24,CDM,12500000.0,79,77,37000.0,24700000.0,3,1934,2,397,329,347,306,232,46,277,Midfield,1
234153,Carlos Soler CM,"Paris Saint Germain
2022 ~ 2027",26,CAM,16500000.0,79,78,71000.0,31800000.0,2,2135,1,376,372,378,393,210,51,355,Midfield,1
234906,H. Aouar CM LM,"Roma
2023 ~ 2028",25,CAM,8000000.0,79,75,47000.0,14200000.0,2,2035,4,373,343,360,386,188,48,337,Midfield,1
234943,F. Neuhaus CM,"Borussia Mönchengladbach
2017 ~ 2027",26,CM,12500000.0,78,77,29000.0,22200000.0,2,2020,1,365,363,331,374,197,53,337,Midfield,1
193082,J. Cuadrado RM RB RW,"Inter
2023 ~ 2024",35,RM,7000000.0,79,79,57000.0,11900000.0,3,2175,0,410,368,364,400,232,38,363,Midfield,1
195202,T. Cairney CM CDM CAM,"Fulham
2015 ~ 2025",32,CM,6000000.0,76,76,66000.0,11400000.0,1,1994,0,336,351,340,382,182,46,357,Midfield,1
207439,L. Paredes CM CDM,"Roma
2023 ~ 2025",29,CM,13500000.0,78,78,62000.0,23000000.0,3,2098,0,335,377,368,408,222,48,340,Midfield,1
268889,Álvaro Fernández LWB LM LB,"Benfica
Jun 30, 2024 On loan",20,LM,3700000.0,82,70,31000.0,0.0,1,1853,12,361,319,321,338,179,46,289,Midfield,1
269922,D. Huseinbašić CM CDM,"FC Köln
2022 ~ 2025",21,CM,3600000.0,80,70,11000.0,7200000.0,1,1786,10,336,325,324,287,181,53,280,Midfield,1
270107,L. Langoni RM ST RW,"Boca Juniors
2022 ~ 2027",21,RM,5500000.0,83,72,10000.0,9400000.0,1,1809,11,420,337,279,319,107,48,299,Midfield,1
271197,L. Banda LW,"Lecce
2022 ~ 2026",22,RM,5500000.0,80,72,12000.0,11000000.0,1,1736,8,410,295,257,324,85,52,313,Midfield,1
278069,L. Palma LW,"Celtic
2023 ~ 2028",23,CAM,6500000.0,80,74,41000.0,13000000.0,1,1916,6,376,359,306,381,99,51,344,Midfield,1
253407,S. Greenwood LM CAM,"Middlesbrough
Jun 30, 2024 On loan",21,CAM,3100000.0,80,69,14000.0,0.0,1,1887,11,340,346,321,357,162,52,309,Midfield,1
255125,A. Ounahi CM,"Olympique de Marseille
2023 ~ 2027",23,CM,8500000.0,79,74,29000.0,16800000.0,1,1914,5,345,342,329,352,187,48,311,Midfield,1
255351,R. Villagra CDM CM,"River Plate
2024 ~ 2027",22,CDM,10500000.0,82,75,14000.0,16800000.0,1,1889,7,357,328,331,324,226,46,277,Midfield,1
255566,Samú Costa CDM CM,"Mallorca
2023 ~ 2028",22,CDM,9000000.0,82,74,17000.0,20700000.0,1,1880,8,324,368,329,306,212,48,293,Midfield,1
256782,S. Nanasi LM CAM RM,"Malmö FF
2018 ~ 2025",21,CAM,5500000.0,80,72,5000.0,8300000.000000001,1,1772,9,378,316,298,341,96,43,300,Midfield,1
257075,P. Nebel CAM CM,"Karlsruher SC
Jun 30, 2024 On loan",20,CAM,3500000.0,80,70,11000.0,0.0,1,1683,10,386,309,253,323,85,45,282,Midfield,1
257186,A. Jashari CDM CM,"Luzern
2020 ~ 2026",20,CM,4800000.0,82,72,6000.0,7900000.0,1,1941,11,362,365,333,337,191,47,306,Midfield,1
257208,M. Balikwisha LM LW CM,"Antwerp
2021 ~ 2026",22,CAM,7000000.0,80,74,22000.0,11900000.0,1,1915,6,399,332,329,338,153,49,315,Midfield,1
257919,R. Reitz CM,"Borussia Mönchengladbach
2020 ~ 2028",21,CM,6000000.0,80,73,16000.0,11400000.0,1,1949,7,345,329,344,340,211,47,333,Midfield,1
258619,J. Lepenant CDM CM,"Olympique Lyonnais
2022 ~ 2027",20,CDM,4300000.0,79,73,17000.0,9000000.0,1,1860,6,368,330,305,318,212,46,281,Midfield,1
259011,Zito Luvumbo CF LM RM,"Cagliari
2020 ~ 2027",21,LM,5500000.0,83,72,15000.0,11000000.0,1,1901,11,436,345,308,321,133,43,315,Midfield,1
259205,N. Ahamada CM CAM RW,"Crystal Palace
2023 ~ 2026",21,CAM,3600000.0,78,70,15000.0,7600000.0,1,1831,8,367,325,314,307,180,43,295,Midfield,1
259789,K. Zenón LM CM,"Boca Juniors
2024 ~ 2028",21,LM,4800000.0,79,72,10000.0,8199999.999999999,1,1973,7,392,353,317,366,193,46,306,Midfield,1
260247,M. Rogers LM CF LW,"Aston Villa
2024 ~ 2029",20,RM,3100000.0,80,69,23000.0,6500000.0,1,1797,11,350,347,293,308,140,53,306,Midfield,1
260397,Yang Hyun Jun RW LW,"Celtic
2023 ~ 2028",21,CAM,3100000.0,80,69,19000.0,6200000.0,1,1787,11,379,330,279,328,113,53,305,Midfield,1
263468,Y. Kechta CM CDM,"Le Havre
2019 ~ 2026",21,CM,4200000.0,79,71,9000.0,9200000.0,1,1839,8,338,308,317,342,194,48,292,Midfield,1
265195,E. Jelert RB LB,"København
2021 ~ 2027",20,RM,3900000.0,81,71,10000.0,5900000.0,1,1917,10,403,333,326,317,198,48,292,Midfield,1
268462,D. Boloca CM CDM,"Sassuolo
2023 ~ 2028",24,CM,6000000.0,78,74,14000.0,10700000.0,1,1874,4,329,353,321,340,187,47,297,Midfield,1
268868,Tiago Gouveia RM LM LW,"Benfica
2020 ~ 2028",22,CAM,9500000.0,82,74,11000.0,20900000.0,1,1784,9,391,324,284,327,100,62,296,Midfield,1
236593,C. Stengs CAM RW,"Feyenoord
2023 ~ 2027",24,CAM,15000000.0,81,77,16000.0,22100000.0,2,1942,4,364,342,325,372,158,47,334,Midfield,1
236898,M. Aebischer CDM CM RM,"Bologna
2022 ~ 2026",26,CDM,6000000.0,76,75,27000.0,10700000.0,1,2021,1,358,375,331,354,215,58,330,Midfield,1
237161,S. Longstaff CM,"Newcastle United
2015 ~ 2025",25,CM,14000000.0,80,77,83000.0,27700000.0,1,2007,3,333,366,353,368,216,53,318,Midfield,1
237477,M. Tavernier LM RM,"AFC Bournemouth
2022 ~ 2028",24,LM,10000000.0,79,76,38000.0,19800000.0,1,1979,3,386,360,315,361,182,49,326,Midfield,1
238361,Michael RM LM,"Al Hilal
2022 ~ 2024",27,RM,8000000.0,76,76,36000.0,12800000.0,1,1799,0,443,334,277,318,57,53,317,Midfield,1
239701,R. Schmid CAM CM,"Werder Bremen
2019 ~ 2026",23,CAM,6500000.0,79,74,19000.0,12200000.0,1,1822,5,396,317,296,340,142,38,293,Midfield,1
240097,F. Downes CDM CM,"Southampton
Jun 30, 2024 On loan",24,CDM,2700000.0,77,71,28000.0,0.0,1,1842,6,350,328,315,310,205,56,278,Midfield,1
241095,N. Vlašić CF LM CAM,"Torino
2023 ~ 2027",25,CAM,22500000.0,81,79,52000.0,39900000.0,2,2096,2,398,384,360,382,153,58,361,Midfield,1
242374,M. Barrow CF ST LM,"Al Taawon
2023 ~ 2026",24,CAM,16000000.0,82,77,26000.0,27600000.0,1,1815,5,376,368,266,331,81,54,339,Midfield,1
243249,J. Ekkelenkamp CAM CM CDM,"Antwerp
2022 ~ 2026",23,CAM,3500000.0,77,72,18000.0,5500000.0,1,1975,5,331,379,332,354,190,51,338,Midfield,1
243669,J. Anthony LM LW,"Leeds United
Jun 30, 2024 On loan",23,RM,4600000.0,78,73,31000.0,0.0,1,1801,5,362,329,281,344,110,52,323,Midfield,1
243792,Iñigo Vicente LM CAM,"Racing Santander
2022 ~ 2027",25,LM,6500000.0,76,75,10000.0,10900000.0,1,1873,1,373,307,320,372,135,55,311,Midfield,1
244389,Fernando ST,"Salzburg
2022 ~ 2027",24,CAM,4700000.0,78,73,15000.0,7400000.0,1,1866,5,411,349,293,338,116,37,322,Midfield,1
246402,M. Bidstrup CDM CM,"Salzburg
2023 ~ 2028",22,CDM,6000000.0,80,73,12000.0,10200000.0,1,1893,7,361,339,313,306,210,55,309,Midfield,1
246608,22 Fidalgo CAM CDM CM,"América
2021 ~ 2025",24,CAM,4600000.0,78,73,30000.0,8199999.999999999,1,1925,5,390,334,319,360,149,49,324,Midfield,1
246764,M. Camara CDM CM,"Monaco
2022 ~ 2027",23,CDM,14500000.0,82,77,37000.0,28600000.0,2,2022,5,414,367,348,339,225,36,293,Midfield,1
247028,A. Král CDM CM,"FC Union Berlin
2019 ~ 2024",25,CDM,7500000.0,80,75,27000.0,13300000.0,2,2062,5,361,392,351,338,218,57,345,Midfield,1
248384,I. Gruev CDM CM,"Leeds United
2023 ~ 2027",23,CDM,5500000.0,80,73,27000.0,11600000.0,1,1796,7,336,308,308,300,217,47,280,Midfield,1
251479,M. De Cuyper LB LWB RB,"Club Brugge
2018 ~ 2026",22,LM,6500000.0,80,74,16000.0,11100000.0,1,2067,6,378,370,356,368,202,41,352,Midfield,1
252495,J. Kamiński LM LB,"VfL Wolfsburg
2022 ~ 2027",21,CAM,7000000.0,82,73,24000.0,13300000.0,1,1831,9,388,331,281,330,134,50,317,Midfield,1
225953,S. Bergwijn LW,"Ajax
2022 ~ 2027",25,CAM,17000000.0,79,78,19000.0,25100000.0,3,2004,1,403,383,306,372,115,64,361,Midfield,1
226162,E. Buendía RM CAM,"Aston Villa
2021 ~ 2026",26,CAM,19000000.0,79,79,83000.0,36100000.0,2,2129,0,380,359,365,401,196,50,378,Midfield,1
229723,M. Jensen CM,"Brentford
2019 ~ 2026",27,CM,11000000.0,77,77,52000.0,20900000.0,1,2027,0,365,346,372,370,204,48,322,Midfield,1
229758,R. Krunić CM CAM CDM,"Fenerbahçe
Jun 30, 2024 On loan",29,CM,17000000.0,79,79,68000.0,0.0,1,2122,0,357,377,362,384,224,59,359,Midfield,1
230965,N. Nández RM CM RB,"Cagliari
2019 ~ 2024",27,RM,6000000.0,75,75,23000.0,10800000.0,2,2074,0,417,362,365,347,207,50,326,Midfield,1
231318,R. Perraud LB,"Nice
Jun 30, 2024 On loan",25,CAM,5000000.0,77,74,32000.0,0.0,1,2067,3,367,370,366,362,211,47,344,Midfield,1
232080,J. Harrison RM LM,"Everton
Jun 30, 2024 On loan",26,RM,8000000.0,76,76,42000.0,0.0,1,1938,0,395,362,324,338,147,46,326,Midfield,1
232440,Caio Henrique LB,"Monaco
2020 ~ 2027",25,LM,17000000.0,81,78,43000.0,33600000.0,2,2030,3,377,331,342,381,220,49,330,Midfield,1
232639,R. Doan RM CAM,"SC Freiburg
2022 ~ 2026",25,RM,12500000.0,77,77,27000.0,22200000.0,2,1893,1,417,330,291,376,117,46,316,Midfield,1
233510,T. Chong RM CM CF,"Luton Town
2023 ~ 2027",23,LM,2800000.0,76,71,24000.0,5800000.0,1,1832,5,358,325,293,339,150,53,314,Midfield,1
234948,L. Amani CM CAM,"Union Saint-Gilloise
2021 ~ 2025",25,CAM,4000000.0,76,73,13000.0,6300000.0,1,1976,3,400,356,321,348,207,43,301,Midfield,1
235167,V. Janelt CDM CM LB,"Brentford
2020 ~ 2026",25,CDM,9500000.0,80,76,42000.0,18800000.0,1,1990,4,347,373,347,324,222,40,337,Midfield,1
235353,I. Sarr RM LM RW,"Olympique de Marseille
2023 ~ 2028",25,RM,9000000.0,77,76,34000.0,17800000.0,1,1852,1,406,375,275,353,62,49,332,Midfield,1
235374,M. Lazzari RB,"Lazio
2019 ~ 2027",29,RM,15500000.0,79,79,51000.0,26400000.0,2,2059,0,441,318,342,364,216,47,331,Midfield,1
201942,Roberto Firmino CF ST CAM,"Al Ahli Jeddah
2023 ~ 2026",31,CAM,18000000.0,80,80,48000.0,30600000.0,3,2123,0,386,389,366,393,158,44,387,Midfield,1
203486,T. Hazard LW CF,"Anderlecht
2023 ~ 2026",30,CAM,10000000.0,77,77,29000.0,15000000.0,2,2034,0,393,354,351,398,156,37,345,Midfield,1
210021,H. Mukhtar CF ST CAM,"Nashville SC
2020 ~ 2025",28,CAM,21500000.0,80,80,14000.0,32299999.999999996,2,2010,0,415,363,321,389,131,55,336,Midfield,1
210602,S. Al Dawsari LM LW,"Al Hilal
2011 ~ 2025",31,LM,14500000.0,79,79,46000.0,23200000.0,2,2048,0,420,381,333,362,154,56,342,Midfield,1
211748,K. Demirbay CM CDM CAM,"Galatasaray
2023 ~ 2026",29,CM,13500000.0,78,78,44000.0,25700000.0,2,2102,0,346,363,369,407,214,68,335,Midfield,1
214097,B. Bourigeaud CM RM,"Rennes
2017 ~ 2026",29,CM,20500000.0,80,80,57000.0,39000000.0,2,2198,0,372,391,387,404,195,62,387,Midfield,1
219391,G. Escalante CM CDM,"Cádiz
2023 ~ 2026",30,CM,10000000.0,77,77,30000.0,21000000.0,1,2039,0,327,370,373,345,229,52,343,Midfield,1
